timestamp,tenant_id,session_id,x_enc_data,response_node,fail_reason,question_type,category,total_tokens,final_turn_count,nonfinal_turn_count,user_input,llm_response_1000
2026-02-19 08:45:27,ibks,4609c7ca-3bb9-48ca-b088-b20ec4a1b8ff,jWEWeaM7ZzjNq4zJe8Wwgu2a6NYe3H1+7cgNJQcUMvmr+HJWEB0Ph9d/u+0MftbaJfS/1nDSlS8UA6JSkXLLwg==,SAFETY,,"market,stock",other,0.0,4,1,광동제약 오늘 상한가갔는데 지금 들어가도 될까,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 07:08:28,ibks,2f23c605-9d26-46cd-84c5-6390a683dd1b,Lr1MGNHjoXx3D5oJL6qVZ9EY4OkopN9KmzjZoEznAHGphBN3CsWbe6VxG+lPacGL/lb7cJvNHltgEpmiI/5qIg==,UNSUPPORTED,,"market,stock",other,1761.0,1,1,정부1000원 밑동전주 상폐관련하여 상장폐지가능성,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 06:50:23,ibks,b1fadcf4-f9dd-4da3-90ba-e9911f316bca,WIZ8bPYw/jfvHY5eWPF1WOqUOr/9A8rrzrIRqo9OtLJlLqR51GG2FMXBdHEuwS5qNAO/w2JAF1GYPjW5UBL0uQ==,SAFETY,,market,trading,0.0,1,1,내일상승종목은,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 06:50:17,ibks,6ae2d450-4b39-4c3f-b2f6-9bbf74a68ca6,S3ZIl/oGLiU8ikIlekOpKgq/3eyYsFUhTcQdzW69urmRWomP5pmi6XeEemdnpkGYSbZ7o7WOQ0xHpALwGNrqJA==,AMBIGUOUS,,"market,stock",simple_name,450.0,1,1,노로공업,"- 노로공업: 해당 종목은 데이터에 없습니다.   - 참고로, 확인된 종목은 현대공업(170030)과 대양전기공업(108380)입니다."
2026-02-19 06:26:31,ibks,8ae21cc3-e6a4-4bd3-9270-9b8917bf3178,gWYD5BZ22SqqseH+cEtMYAQP2zgTbyFLRDq3vckRa43Fhmx6LB+DHZG94gaVadmOh9U08UhOpPerWUwMxkynkQ==,AMBIGUOUS,,"market,stock",simple_name,574.0,4,1,Oci,"- OCI(456040, KOSPI) - OCI홀딩스(010060, KOSPI) - 미국 주식 중 ClearShares OCIO ETF(OCIO)는 나스닥100, S&P500 지수 내 종목이 아니므로 IBK 투자증권 챗봇에서 다루지 않습니다."
2026-02-19 05:23:10,ibks,56e11a08-412f-42be-9fc6-32758b2575ce,QT92VKpa6/YJNRkAqZ7ZKJNuvfYgZiteqA5hBfTiGrJ6gWU0MjV21jECIWY7arZl3TpeONIrPCn6tvptAcUkxg==,UNSUPPORTED,,"market,stock",other,1778.0,1,1,경고가 언제 풀리나요,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 04:07:50,ibks,392b715f-d2f7-4751-9702-77375d356846,pB0dDsvQRfMaCv3pvqSn4bPiyLPAcaac5pbuX70u/0BowRctAFNDzBPuJR7LSQnE1JwaMMj/RiTJpa8vfR5cuA==,AMBIGUOUS,,"market,stock",simple_name,492.0,1,1,에흐피지,"- 에스피지(058610, 에스피지): '에흐피지'는 '에스피지'의 오타로 보입니다.   - HANARO 글로벌피지컬AI액티브(0040S0, HANARO글로벌피지컬AI액티브): 관련된 다른 종목으로 참고하세요."
2026-02-19 03:36:45,ibks,a747e246-e761-473d-87d2-5ed7bfa12740,+bXlOGCl1C3/JHzo616ieqopaDvaCVSEXuVWxzOa1nXdm/ULA+501enLTvT8+D2gy349jbuyv5FNc6QhFTZFoQ==,AMBIGUOUS,,"market,stock",simple_name,574.0,1,2,Hbm4소부장기업,"- Hudbay Minerals Inc. (HBM, NYSE): 미국 주식 중 나스닥100, S&P500 지수 내 종목만 다루므로 해당 종목은 분석 대상이 아닙니다. - SOL 자동차소부장Fn (464600, KOSPI): 소부장 관련 국내 펀드로 투자 참고 가능합니다. - PLUS 글로벌HBM반도체 (442580, KOSPI): HBM 반도체 관련 국내 종목으로 투자 참고 가능합니다."
2026-02-19 03:34:56,ibks,a747e246-e761-473d-87d2-5ed7bfa12740,+bXlOGCl1C3/JHzo616ieqopaDvaCVSEXuVWxzOa1nXdm/ULA+501enLTvT8+D2gy349jbuyv5FNc6QhFTZFoQ==,AMBIGUOUS,,"market,stock",simple_name,669.0,1,2,Hbm4수혜주,"- Hudbay Minerals Inc. (HBM, NYSE): 미국 주식이지만 나스닥100, S&P500 지수 내 종목이 아니므로 IBK 투자증권 챗봇에서 다루지 않습니다. - PLUS 글로벌HBM반도체 (442580, KOSPI): HBM 관련 국내 수혜주로 참고할 만합니다."
2026-02-19 02:44:27,ibks,bbc70e07-f167-4102-9cf3-6d82ef3461f9,to0DErrw24I9SK3kF8ZqA0fw/l55d4fdxT626SenDTawhspFBIyXNaT0WUDfQ51HEeYnt9ZiYDHNtXw94PkPVw==,SAFETY,,"market,stock",other,0.0,3,1,Lg씨엔에스 계속 보유가 좋은지 알려주세요,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 01:54:34,ibks,f28a5969-22fa-47de-ab42-77ecf1945714,I4Iy/qKAQQtGBIvj6S/pfsqx2O34oR0UnVJD+UDZp+ZQIi5Y+E3sxpCFUEtDe7fz/lgu2x676OsmOBSU5EGi1A==,AMBIGUOUS,,"market,stock",other,1124.0,1,1,에코프로가 반도체와 상관관계,"- 에코프로(086520): 주로 친환경 소재 및 배터리 관련 사업에 집중, 반도체와 직접적인 상관관계는 낮음 - 에코프로비엠(247540): 2차전지 양극재 전문, 반도체보다는 배터리 산업 관련 - 에코프로에이치엔(383310): 환경 및 소재 관련, 반도체와 직접적 연관성 적음 - 에코프로머티(450080): 소재 개발 중심, 반도체보다는 친환경 소재에 초점 요약: 에코프로 그룹은 주로 친환경 및 배터리 소재에 집중하고 있어 반도체 산업과 직접적인 상관관계는 크지 않습니다. 반도체 관련 투자를 원하시면 서울반도체(046890), 제주반도체(080220), 어보브반도체(102120) 등을 참고하세요."
2026-02-19 01:15:30,ibks,e252e784-7484-4b54-a9f8-2e7d3ad25839,f1PPiVDnf4Zi3++JMqT1J08Aj6Vq9BAjrpzhXIZaiXv8fxrCVZhBsPWe0d6YfWnlU/wEFia9zESZgtwh32r/jw==,AMBIGUOUS,,"market,stock",comprehensive_analysis,752.0,1,1,효성(004800)를 종합적으로 분석해줘,"- 효성(004800, 효성): 현재 KOSPI 시장에서 활발히 거래 중인 종목입니다.   - 관련 종목으로는 효성중공업(298040), 효성화학(298000, 비활성 거래), 효성ITX(094280), 효성티앤씨(298020)도 함께 참고하면 좋습니다.   - 효성은 섬유, 산업자재, 화학 등 다양한 사업 부문을 가진 기업으로, 각 부문의 실적과 시장 상황을 종합적으로 고려해 투자 판단을 하시는 것이 좋습니다.   - 추가로 구체적인 재무정보, 실적 전망, 업계 동향 등을 확인하시면 더 정확한 투자 결정에 도움이 됩니다."
2026-02-19 01:12:06,ibks,043b647a-2062-4c17-8e5a-ff6d4bd23cc1,VzfCPTYlu40jCXJTxpNvfrJUKkg6RNMZos5caOn9s2j7COW16ns%2FPku4By0vg%2FeIsDow1aGNIN83TwbCwQszlw%3D%3D,SAFETY,,market,other,0.0,1,3,오늘 주식 단타 종목,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 01:11:11,ibks,043b647a-2062-4c17-8e5a-ff6d4bd23cc1,VzfCPTYlu40jCXJTxpNvfrJUKkg6RNMZos5caOn9s2j7COW16ns%2FPku4By0vg%2FeIsDow1aGNIN83TwbCwQszlw%3D%3D,UNSUPPORTED,,market,simple_name,1830.0,1,3,오늘단타종목,죄송합니다. 입력하신 내용을 정확히 이해하지 못했습니다. 확인 후 다시 질문해 주시겠어요?
2026-02-19 01:10:38,ibks,043b647a-2062-4c17-8e5a-ff6d4bd23cc1,VzfCPTYlu40jCXJTxpNvfrJUKkg6RNMZos5caOn9s2j7COW16ns%2FPku4By0vg%2FeIsDow1aGNIN83TwbCwQszlw%3D%3D,UNSUPPORTED,,"market,stock",other,1794.0,1,3,덕양에너젠과 비슷한 코스닥 신상주식은 뭐가 있나요?,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-19 00:41:03,ibks,346173c3-e5a4-443e-ab62-c25e4992e1ec,E67WRglBOALppBrONGUugTgC+l2U2h3Dcx9gjOwY4RaV9RYkIaUqwzhSsU+QHYFdAhCvfCoavuQaanB03FllbQ==,SAFETY,,"market,stock",other,0.0,1,1,지금 구입해도 될까?,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 00:07:43,ibks,2775a972-5fc6-4ff8-ba0b-41d91d912b03,i2xP15vKcriCyYe+7J2OrPDwo32XoQycqiq32h3Yea87BpoDOrt3ce78UhP7uYnMk8VU00UdWq3uatqQLX4YqA==,SAFETY,,market,other,0.0,1,1,보도관련 주식 추천,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-18 23:36:03,ibks,5d4aaa0a-85ae-4146-a619-ace93bf02754,0O+BBcoOK5fBd5sl4ANE2Bgt+/f9kAQDfZVRdew9AEfBQ0FYUwrFRXlJaUXWFRriBU4lcPFf7XzSSELN8DijoA==,UNSUPPORTED,,"market,stock",trading,2609.0,3,1,서남권 아파트 매수심리 변화 추이는요?,"죄송합니다. 저는 주식, 금융, 투자와 관련된 정보 제공을 위해 설계되었습니다. 문의하시려는 종목명이나 금융 용어, 시장 상황 등에 대해 질문해 주시겠어요?"
2026-02-18 13:52:37,ibks,43e099f5-0f4d-410b-a9bd-6219c50ce328,RH9WmD28nTJVqU/zhe2I/I1WdrHR0UYRuzEba2RUr/dSEfmkN06pWgk/n+ZjIL7oDXkj3Ft43mRIAOHLk/BcgQ==,UNSUPPORTED,,market,etf_fund,1649.0,2,1,초보가 알기쉽게 설명해줘 ETF란,"죄송합니다. 저는 주식, 금융, 투자와 관련된 정보 제공을 위해 설계되었습니다. 문의하시려는 종목명이나 금융 용어, 시장 상황 등에 대해 질문해 주시겠어요?"
2026-02-18 12:18:39,ibks,3ce233df-358a-4729-b76b-e6258e5058ca,SmfqQr7NI97lQlGECYri6RcrgipjZ45kA/ghR4t+TODwA5LOLRsZzPdnxa7R2G3fJBNtgrpt73ehF0E/3+qC6Q==,AMBIGUOUS,,"market,stock",other,925.0,2,1,엑스페릭스와 바이셀스탠다드 관계가 궁금해요.,"- 엑스페릭스(317770, KOSDAQ) - 바이셀스탠다드: 해당 종목명으로 등록된 종목이 없습니다.     비슷한 이름으로 '바이젠셀(308080, KOSDAQ)'이 있으니 확인 바랍니다."
2026-02-18 12:18:21,ibks,684ae3da-6239-4567-9c49-c02e6baca497,iltoPi6SW8HKv7n8KEPh/jIqjTsrO6OcNkmTEOAQsFyaS1d3vfdIMuejVDXramEsasP+X0606aWPLEFbqzFumw==,UNSUPPORTED,,market,brokerage,1724.0,1,1,수수료는?,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-18 11:49:08,ibks,547ccd74-04c2-4f1c-b0d0-e8d1a98353b9,A1H7YvdpPy9ZGg7S78PNPj0psATej9rNzAGk2T/MrrLAUiuEhXrIVbtd/R/DUGxnNfs2KNEBANuz+5wqcNqtpg==,UNSUPPORTED,,"market,stock",forecast,2909.0,4,2,다원시스의 향후주가 전망은?,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-18 11:47:32,ibks,547ccd74-04c2-4f1c-b0d0-e8d1a98353b9,A1H7YvdpPy9ZGg7S78PNPj0psATej9rNzAGk2T/MrrLAUiuEhXrIVbtd/R/DUGxnNfs2KNEBANuz+5wqcNqtpg==,UNSUPPORTED,,"market,stock",forecast,2812.0,4,2,향후주가의 전망은?,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-18 09:37:03,ibks,9ece972e-5f8f-4541-a950-d0b41d2597ba,t6ffR/y7AOd3oeKClBLU9fpFsyM3kVgF2MA0+f5D7FBwJKt0iNaufVX1ILUE0+sZ8HAKnysZPa1ktuyefhFdmA==,AMBIGUOUS,,"market,stock",stock_price,594.0,1,1,대원전선 최근 주가 변동 추이는 어떻습니까?,"- 대원전선(006340, KR)   - 대원전선우(006345, KR)   두 종목 모두 KOSPI 시장에서 활발히 거래 중이며, 최근 주가 변동 추이에 대한 구체적인 데이터가 필요하면 추가로 알려주세요."
2026-02-18 09:36:02,ibks,9ce2264b-1836-4d84-9562-b60e9052c10e,5O7cl2XBpjUtshkFLYWs8CIFNxLdmV+mMDxk/7Q9YdsmmbkPKmRDmMbpgCqm+p8CLZBSpTzdq9HqXv6LXKt5UA==,AMBIGUOUS,,"market,stock",financial,604.0,1,1,대원전선 최근 재무지표 변화는 어떤가요?,"- 대원전선(006340, KR)   - 대원전선우(006345, KR)   두 종목 모두 KOSPI에 상장되어 있으며, 현재 활발히 거래 중인 종목입니다.   최근 재무지표 변화에 대한 구체적인 데이터가 필요하시면 추가로 알려주세요."
2026-02-18 09:26:34,ibks,b7f4c940-48ec-4143-b6d6-0b689db18f60,x9tkekPEIJhHIawzD3JkPyMYOxsEbIIAjNWMBkhGetsdyeFQcsKEZywY6FMbuvM3lptR+PuRvMTl6J/nlDHFAw==,AMBIGUOUS,,"etf,market",etf_fund,775.0,3,1,KODEX 미국배당다우존 ETF 배당 추이는 어때요?,"- KODEX 미국배당다우존스(489250): 미국 배당주에 투자하는 ETF로, 안정적인 배당 수익을 목표로 합니다.   - 배당 추이는 미국 배당주 지수의 배당 정책과 시장 상황에 따라 변동되며, 일반적으로 꾸준한 배당 지급을 기대할 수 있습니다.   - 구체적인 배당금 내역과 시기는 ETF 운용사 공시자료나 공식 홈페이지에서 확인하는 것이 가장 정확합니다."
2026-02-18 04:24:59,ibks,5337c436-6d12-4347-95d7-02414fc55c9d,JF5tK2Nt0hm6HUFMkJBUq2zAiTrQ5dJscennDio2/Xr0wKaHkcmHJ71ypsiI015TxWRS90zuwqu73gy0MZSmmQ==,AMBIGUOUS,,"etf,market",etf_fund,685.0,1,1,바이오 ETF 구성 종목은 어떻게 되나요?,"- KODEX바이오(244580, KODEX 바이오) - KOSPI 상장된 바이오 ETF입니다.   - 참고로 미국 바이오 ETF는 나스닥100, S&P500 내 종목만 다루니, 미국 바이오 ETF 관련 문의 시 알려주세요."
2026-02-18 04:20:15,ibks,1f209f5b-4a5f-43e2-b5eb-4b0dd92576ed,bdNdiSrfhZo2Bim7cnweMWAcoAho6y8PVn6vpTSHIrC1N2T1fWrGwYDgAhAgc0MJEJg5OySw6iHQzndv0dd98A==,SAFETY,,"market,theme",etf_fund,0.0,2,1,반도체ETF추천해줘,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-18 02:09:25,ibks,14153698-9139-4823-89f9-da94696afa4f,3sgd/sXA/bGOBLYNtFQAq87D1kzIgbAPRiuqjQf6k68zgv9EyL0gbyuGTeMjjH4IOoGALzM8awadtGTU5bUD3g==,SAFETY,,market,other,0.0,1,1,다른 종목에 투자하는게 낫겟지?,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-17 23:08:07,ibks,37ef181d-0b63-4679-aa66-f847410581f2,ShQn+wyj4ammhP+RkjT+m1S9UclYHEGEeNW8fMpW4rK5gJrqFl8DP2h0jrAdJi3sni/N7TA1S/0KmArjPGeRoA==,AMBIGUOUS,,"market,stock",simple_name,594.0,1,2,액추,- 액추에이터 관련 종목은 제공된 데이터에 없습니다.   - 관심 있는 특정 종목명이나 코드를 알려주시면 더 정확한 정보를 드릴 수 있습니다.
2026-02-17 23:07:48,ibks,37ef181d-0b63-4679-aa66-f847410581f2,ShQn+wyj4ammhP+RkjT+m1S9UclYHEGEeNW8fMpW4rK5gJrqFl8DP2h0jrAdJi3sni/N7TA1S/0KmArjPGeRoA==,AMBIGUOUS,,"market,stock",simple_name,604.0,1,2,액추에이티,"- 액추에이티 관련된 종목은 데이터에 없습니다.   - 비슷한 이름으로는 '아이티센씨티에스(031820, ITCCTS)'가 있으니 참고 바랍니다."
2026-02-17 17:54:55,ibks,87efa86d-c846-4ac9-8d63-240951e492c0,HsJn5hAIxjM8cuGQvR3tf/FwSsxiL1UaDN25oedmgSuJE5ccrdnbust3lcyR0u8ej73ehbfBE9x2bk0fRnjTuw==,UNSUPPORTED,,market,simple_name,1587.0,1,1,증권,죄송합니다. 입력하신 내용을 정확히 이해하지 못했습니다. 확인 후 다시 질문해 주시겠어요?
2026-02-17 16:33:21,ibks,be6cba65-8505-43b1-a55b-100e6532e915,dSuLF3c8ORDXaU3dqPmjq16crRBfesmalOan6lo1mfzMh0D/VSe//Iyp/qK4iPZbWUYPXts+mB2yLQoUMTh3ng==,UNSUPPORTED,,"market,stock",other,4126.0,5,1,성호전자와 비슷한 코스닥 종목은 뭐가 있나요?,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-17 12:52:27,ibks,4f42d1c0-869e-48f8-8746-cec97fc0ffcb,QCKdQa5CR8rNncbljV+GrTCLZ1Ndwt7E6+76D0o92Hm7W1MxDtqMpq+CD250SuYG077HXQWdu7HRXihAJ6kgSw==,UNSUPPORTED,,market,other,1064.0,1,1,대주주 지분 50% 이상 종목 리스트가 있나요?,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-17 05:21:48,ibks,9aed9b19-1c9b-4fc3-82f5-777f3394282b,DTlMTp1cFDA8ojLwow7R626mykVjC1JiQgS1VDKX7hXlyP1SXAS25VFSqm7CKMaMi43oHoXLOApuUYerV3/H8A==,UNSUPPORTED,,"market,stock",forecast,2485.0,3,3,오늘이 2026년 2월17일인데 왜 2026년1월전망을 얘기하는거지?,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
